transaction_id,transaction_amount,policy_code,other_feature,is_fraud
txn_00775,112.44,1,1.038,0
txn_00776,68.6,1,13.439,0
txn_00777,85.46,1,0.113,0
txn_00778,95.05,1,1.728,0
txn_00779,98.51,2,0.172,0
txn_00780,112.41,1,0.336,0
txn_00781,103.55,1,1.158,0
txn_00782,73.29,1,1.429,0
txn_00783,107.6,1,0.599,0
txn_00784,112.21,1,0.761,0
txn_00785,111.2,1,0.182,0
txn_00786,121.62,1,0.723,0
txn_00787,116.68,2,6.796,0
txn_00788,109.18,1,5.79,0
txn_00789,98.6,2,0.816,0
txn_00790,66.78,1,1.692,0
txn_00791,108.59,1,4.807,0
txn_00792,104.15,1,0.012,0
txn_00793,105.43,2,3.329,0
txn_00794,74.47,1,5.927,0
txn_00795,78.38,1,0.192,0
txn_00796,121.06,1,0.352,0
txn_00797,99.21,1,6.475,0
txn_00798,113.63,1,1.542,0
txn_00799,100.57,1,0.029,0
txn_00800,100.6,1,0.596,0
txn_00801,118.77,1,1.195,0
txn_00802,89.68,1,2.361,0
txn_00803,101.92,1,2.642,0
txn_00804,90.75,1,10.773,0
txn_00805,91.31,2,0.678,0
txn_00806,93.82,1,1.545,0
txn_00807,104.44,1,1.524,0
txn_00808,90.43,1,1.041,0
txn_00809,125.12,1,0.371,0
txn_00810,82.11,1,7.585,0
txn_00811,96.26,2,3.839,0
txn_00812,91.21,1,1.38,0
txn_00813,128.94,1,1.849,0
txn_00814,103.93,1,0.516,0
txn_00815,120.64,1,1.57,0
txn_00816,70.29,1,2.375,0
txn_00817,105.34,2,1.448,0
txn_00818,117.79,1,9.268,0
txn_00819,101.65,1,1.89,0
txn_00820,121.31,1,0.927,0
txn_00821,89.65,1,2.958,0
txn_00822,128.19,1,0.374,0
txn_00823,145.98,1,0.971,0
txn_00824,92.74,1,0.852,0
txn_00825,91.09,1,1.131,0
txn_00826,129.07,1,3.045,0
txn_00827,131.59,2,1.324,0
txn_00828,89.54,1,3.16,0
txn_00829,91.6,1,1.718,0
txn_00830,94.36,1,0.837,0
txn_00831,73.11,1,3.321,0
txn_00832,81.63,1,0.544,0
txn_00833,79.92,1,0.508,0
txn_00834,84.64,1,1.404,0
txn_00835,99.31,1,0.605,0
txn_00836,104.68,1,0.018,0
txn_00837,131.01,1,2.09,0
txn_00838,80.03,2,1.431,0
txn_00839,119.69,1,1.179,0
txn_00840,95.72,1,6.821,0
txn_00841,99.01,1,1.694,0
txn_00842,113.5,1,3.982,0
txn_00843,77.55,1,0.3,0
txn_00844,107.65,2,1.684,0
txn_00845,103.33,2,4.05,0
txn_00846,109.85,1,1.75,0
txn_00847,105.78,2,2.532,0
txn_00848,149.11,3,0.931,0
txn_00849,87.25,2,0.194,0
txn_00850,89.38,2,1.225,0
txn_00851,87.54,1,1.003,0
txn_00852,88.89,1,4.036,0
txn_00853,87.25,1,0.559,0
txn_00854,123.78,1,6.806,0
txn_00855,128.41,3,6.347,0
txn_00856,88.59,1,0.569,0
txn_00857,83.35,1,0.856,0
txn_00858,109.43,2,4.518,0
txn_00859,88.96,2,6.8,0
txn_00860,112.66,3,1.172,0
txn_00861,104.06,1,0.774,0
txn_00862,69.69,1,1.493,0
txn_00863,130.95,1,2.328,0
txn_00864,135.92,1,0.639,0
txn_00865,87.74,1,2.667,0
txn_00866,92.25,1,0.106,0
txn_00867,105.72,1,0.101,0
txn_00868,106.69,1,0.976,0
txn_00869,113.17,1,0.872,0
txn_00870,140.2,1,0.759,0
txn_00871,96.46,1,1.351,0
txn_00872,84.03,1,0.773,0
txn_00873,72.41,1,0.427,0
txn_00874,85.38,1,0.741,0
txn_00875,99.34,1,7.37,0
txn_00876,135.89,1,1.059,0
txn_00877,89.65,2,1.177,0
txn_00878,104.48,1,1.719,0
txn_00879,99.67,1,8.19,0
txn_00880,123.77,1,0.553,0
txn_00881,150.54,2,2.287,0
txn_00882,89.38,1,2.517,0
txn_00883,90.21,1,1.87,0
txn_00884,120.88,3,0.185,0
txn_00885,113.64,1,2.259,0
txn_00886,136.93,1,0.132,0
txn_00887,111.68,1,1.813,0
txn_00888,92.81,1,2.691,0
txn_00889,111.81,1,0.474,0
txn_00890,122.17,1,3.686,0
txn_00891,116.41,2,0.062,0
txn_00892,110.15,2,3.713,0
txn_00893,121.33,1,1.234,0
txn_00894,123.39,1,0.491,0
txn_00895,127.64,1,0.287,0
txn_00896,112.97,3,6.128,0
txn_00897,96.66,3,0.151,0
txn_00898,102.93,1,0.444,0
txn_00899,124.13,2,0.855,0
txn_00900,83.66,1,1.936,0
txn_00901,107.37,1,1.574,0
txn_00902,92.13,1,0.269,0
txn_00903,100.57,1,0.684,0
txn_00904,125.57,1,0.546,0
txn_00905,103.82,1,0.48,0
txn_00906,100.93,1,1.059,0
txn_00907,72.8,2,2.435,0
txn_00908,114.93,1,0.49,0
txn_00909,112.91,1,0.914,0
txn_00910,143.27,1,0.992,0
txn_00911,93.84,1,7.498,0
txn_00912,104.38,1,6.187,0
txn_00913,104.99,1,3.22,0
txn_00914,131.55,1,0.553,0
txn_00915,98.09,1,0.141,0
txn_00916,105.58,1,0.762,0
txn_00917,112.16,1,0.621,0
txn_00918,103.73,1,1.41,0
txn_00919,91.07,1,3.008,0
txn_00920,103.88,1,3.908,0
txn_00921,121.47,2,3.727,0
txn_00922,79.47,1,0.892,0
txn_00923,102.66,1,2.325,0
txn_00924,86.0,1,0.75,0
txn_00925,123.9,1,0.126,0
txn_00926,69.54,1,2.418,0
txn_00927,88.82,2,0.02,0
txn_00928,107.54,2,1.052,0
txn_00929,131.31,3,0.799,0
txn_00930,98.68,1,2.364,0
txn_00931,88.9,1,2.907,0
txn_00932,137.62,1,0.725,0
txn_00933,71.04,1,3.339,0
txn_00934,56.02,1,0.696,0
txn_00935,108.8,1,1.182,0
txn_00936,89.96,2,2.597,0
txn_00937,79.58,1,2.361,0
txn_00938,114.17,1,8.743,0
txn_00939,104.88,1,0.51,0
txn_00940,88.72,1,2.171,0
txn_00941,74.39,1,1.882,0
txn_00942,117.45,1,4.933,0
txn_00943,113.0,1,0.34,0
txn_00944,98.02,1,2.787,0
txn_00945,136.93,2,1.68,0
txn_00946,78.6,2,0.642,0
txn_00947,69.49,1,1.287,0
txn_00948,86.16,1,0.812,0
txn_00949,99.09,2,1.732,0
txn_00950,104.87,2,4.396,0
txn_00951,95.18,1,1.685,0
txn_00952,107.04,1,1.998,0
txn_00953,74.97,1,1.463,0
txn_00954,128.88,2,0.105,0
txn_00955,98.36,3,0.53,0
txn_00956,122.35,1,1.355,0
txn_00957,106.85,2,0.743,0
txn_00958,109.14,1,0.401,0
txn_00959,111.4,3,1.403,0
txn_00960,108.95,1,0.78,0
txn_00961,112.85,2,0.597,0
txn_00962,126.58,1,1.247,0
txn_00963,103.93,1,0.286,0
txn_00964,114.18,1,5.255,0
txn_00965,98.21,3,4.045,0
txn_00966,128.8,2,2.459,0
txn_00967,86.47,2,0.225,0
txn_00968,136.02,2,2.991,0
txn_00969,99.2,1,3.3,0
txn_00970,71.38,1,2.92,0
txn_00971,102.56,1,0.242,0
txn_00972,86.38,1,2.065,0
txn_00973,116.81,1,3.595,0
txn_00974,86.95,1,1.722,0
txn_00975,91.08,1,2.079,0
txn_00976,62.21,1,1.226,0
txn_00977,90.95,1,1.505,0
txn_00978,51.52,1,0.07,0
txn_00979,68.32,3,2.038,0
txn_00980,115.21,1,0.17,0
txn_00981,115.72,3,1.142,0
txn_00982,108.51,1,0.692,0
txn_00983,80.66,1,1.577,0
txn_00984,99.05,1,0.286,0
txn_00985,99.93,1,2.353,0
txn_00986,76.83,1,3.17,0
txn_00987,130.07,1,0.357,0
txn_00988,117.55,1,0.22,0
txn_00989,95.58,1,0.315,0
txn_00990,100.54,1,4.193,0
txn_00991,104.17,1,1.502,0
txn_00992,59.17,1,1.259,0
txn_00993,95.06,1,0.226,0
txn_00994,86.36,2,2.097,0
txn_00995,79.97,1,4.05,0
txn_00996,94.38,1,3.523,0
txn_00997,135.95,2,1.967,0
txn_00998,112.82,1,0.157,0
txn_00999,88.58,1,0.238,0
txn_01000,111.45,1,0.101,0
txn_01001,127.99,1,0.595,0
txn_01002,118.49,1,0.292,0
txn_01003,101.19,2,0.602,0
txn_01004,87.06,1,0.972,0
txn_01005,113.96,1,5.729,0
txn_01006,107.87,1,1.885,0
txn_01007,117.9,1,3.603,0
txn_01008,112.7,1,2.478,0
txn_01009,120.99,1,0.239,0
txn_01010,89.3,1,2.663,0
txn_01011,126.35,1,0.643,0
txn_01012,103.95,1,2.038,0
txn_01013,141.51,1,0.834,0
txn_01014,86.22,2,12.126,0
txn_01015,134.72,1,0.612,0
txn_01016,103.96,1,0.655,0
txn_01017,86.97,1,5.338,0
txn_01018,90.32,1,0.05,0
txn_01019,93.59,1,2.386,0
txn_01020,108.48,1,2.584,0
txn_01021,110.46,1,3.62,0
txn_01022,88.53,2,7.333,0
txn_01023,99.51,1,7.427,0
txn_01024,142.85,1,0.135,0
txn_01025,134.55,2,3.45,0
txn_01026,108.73,3,2.079,0
txn_01027,100.76,2,2.085,0
txn_01028,102.4,1,0.275,0
txn_01029,112.27,1,2.101,0
txn_01030,79.54,1,8.089,0
txn_01031,94.85,1,4.857,0
txn_01032,66.63,1,1.157,0
txn_01033,107.98,1,0.082,0
txn_01034,112.94,2,0.9,0
txn_01035,90.34,1,3.502,0
txn_01036,131.48,2,2.418,0
txn_01037,75.48,1,1.23,0
txn_01038,70.71,1,0.113,0
txn_01039,104.49,1,1.113,0
txn_01040,120.94,1,1.266,0
txn_01041,133.68,1,5.278,0
txn_01042,90.82,1,2.049,0
txn_01043,121.57,3,0.747,0
txn_01044,99.23,1,1.49,0
txn_01045,96.55,1,0.137,0
txn_01046,117.67,1,7.192,0
txn_01047,113.05,1,0.893,0
txn_01048,68.47,1,1.3,0
txn_01049,129.53,1,0.878,0
txn_01050,127.6,1,2.295,0
txn_01051,87.49,1,2.171,0
txn_01052,107.92,1,2.513,0
txn_01053,109.88,1,0.624,0
txn_01054,105.21,1,0.759,0
txn_01055,88.99,1,0.268,0
txn_01056,86.57,1,2.131,0
txn_01057,99.49,1,0.081,0
txn_01058,123.45,1,1.821,0
txn_01059,110.87,2,4.076,0
txn_01060,92.59,1,4.43,0
txn_01061,115.43,2,1.192,0
txn_01062,43.03,3,1.23,0
txn_01063,122.98,1,0.16,0
txn_01064,65.21,1,2.222,0
txn_01065,92.75,1,3.444,0
txn_01066,77.61,1,0.561,0
txn_01067,74.11,1,1.094,0
txn_01068,123.22,1,3.651,0
txn_01069,90.65,1,4.193,0
txn_01070,106.93,2,0.557,0
txn_01071,99.06,1,1.6,0
txn_01072,109.54,1,0.428,0
txn_01073,101.54,1,0.215,0
txn_01074,74.34,1,4.841,0
txn_01075,119.93,1,3.435,0
txn_01076,90.12,2,2.855,0
txn_01077,68.87,1,0.1,0
txn_01078,91.44,1,3.712,0
txn_01079,130.02,1,1.153,0
txn_01080,117.0,2,0.838,0
txn_01081,93.03,1,1.581,0
txn_01082,93.01,1,0.192,0
txn_01083,93.57,1,2.826,0
txn_01084,141.53,1,1.747,0
txn_01085,107.64,1,0.413,0
txn_01086,108.6,1,0.417,0
txn_01087,120.61,1,0.407,0
txn_01088,104.78,1,0.117,0
txn_01089,94.82,2,1.772,0
txn_01090,96.07,1,3.67,0
txn_01091,98.57,1,0.035,0
txn_01092,99.26,1,0.1,0
txn_01093,114.55,1,1.701,0
txn_01094,101.04,2,3.424,0
txn_01095,114.65,1,0.791,0
txn_01096,98.39,1,0.86,0
txn_01097,101.57,1,1.814,0
txn_01098,60.04,1,0.641,0
txn_01099,118.33,1,0.054,0
txn_01100,106.93,1,2.658,0
txn_01101,119.96,1,1.965,0
txn_01102,42.07,3,1.739,0
txn_01103,141.77,1,2.707,0
txn_01104,97.21,1,2.249,0
txn_01105,122.16,2,0.461,0
txn_01106,79.2,1,0.869,0
txn_01107,112.26,1,0.27,0
txn_01108,78.93,1,0.278,0
txn_01109,87.52,1,2.255,0
txn_01110,138.28,1,3.912,0
txn_01111,96.19,1,6.579,0
txn_01112,104.35,2,1.98,0
txn_01113,117.4,1,0.407,0
txn_01114,109.91,1,0.223,0
txn_01115,103.01,1,3.352,0
txn_01116,107.3,1,1.729,0
txn_01117,148.07,1,1.926,0
txn_01118,98.85,1,3.042,0
txn_01119,104.02,2,2.43,0
txn_01120,121.01,1,3.597,0
txn_01121,122.11,1,0.116,0
txn_01122,123.74,1,2.753,0
txn_01123,112.77,1,3.806,0
txn_01124,77.14,1,0.674,0
txn_01125,132.67,1,2.046,0
txn_01126,77.07,1,0.754,0
txn_01127,106.05,1,6.339,0
txn_01128,84.91,1,0.068,0
txn_01129,98.72,1,1.734,0
txn_01130,106.58,1,0.364,0
txn_01131,106.43,2,2.491,0
txn_01132,108.44,1,0.387,0
txn_01133,132.27,1,0.537,0
txn_01134,109.07,1,1.364,0
txn_01135,95.12,1,4.926,0
txn_01136,119.28,1,0.476,0
txn_01137,123.79,1,0.312,0
txn_01138,75.45,1,2.846,0
txn_01139,111.95,2,1.389,0
txn_01140,114.02,1,4.856,0
txn_01141,94.05,1,0.317,0
txn_01142,127.51,1,2.077,0
txn_01143,97.0,2,0.53,0
txn_01144,102.51,1,0.341,0
txn_01145,96.54,1,2.3,0
txn_01146,100.31,1,1.801,0
txn_01147,78.07,1,2.812,0
txn_01148,71.2,1,0.741,0
txn_01149,131.89,3,1.188,0
txn_01150,83.06,1,1.04,0
txn_01151,80.17,2,8.282,0
txn_01152,56.93,1,0.691,0
txn_01153,87.22,1,0.699,0
txn_01154,73.54,1,0.876,0
txn_01155,132.84,1,1.663,0
txn_01156,120.2,2,0.582,0
txn_01157,86.24,2,4.937,0
txn_01158,145.05,2,0.618,0
txn_01159,119.64,1,4.523,0
txn_01160,93.5,1,0.218,0
txn_01161,50.01,1,2.138,0
txn_01162,145.82,3,4.75,0
txn_01163,72.21,1,0.37,0
txn_01164,67.09,1,6.905,0
txn_01165,120.45,1,1.206,0
txn_01166,148.8,1,5.827,0
txn_01167,127.69,3,2.259,0
txn_01168,111.28,1,0.718,0
txn_01169,111.9,1,0.417,0
txn_01170,117.07,1,0.724,0
txn_01171,115.18,1,0.195,0
txn_01172,105.62,1,0.311,0
txn_01173,102.08,1,0.221,0
txn_01174,98.75,2,1.1,0
txn_01175,84.92,2,3.175,0
txn_01176,94.39,1,0.305,0
txn_01177,66.14,1,0.279,0
txn_01178,98.03,2,2.062,0
txn_01179,80.23,1,0.439,0
txn_01180,77.93,1,0.205,0
txn_01181,103.6,1,0.365,0
txn_01182,127.84,1,5.147,0
txn_01183,118.37,1,3.446,0
txn_01184,68.59,3,0.874,0
txn_01185,80.21,1,2.133,0
txn_01186,118.82,1,1.541,0
txn_01187,80.35,1,2.261,0
txn_01188,95.51,1,2.296,0
txn_01189,111.0,1,1.982,0
txn_01190,80.63,1,0.619,0
txn_01191,102.11,1,0.08,0
txn_01192,73.32,1,1.216,0
txn_01193,87.97,2,4.432,0
txn_01194,106.4,2,1.686,0
txn_01195,68.14,1,3.572,0
txn_01196,108.81,1,9.565,0
txn_01197,99.61,1,0.357,0
txn_01198,111.05,1,2.354,0
txn_01199,104.48,1,2.244,0
txn_01200,127.28,1,7.82,0
txn_01201,102.5,1,8.481,0
txn_01202,91.41,2,2.321,0
txn_01203,102.45,2,0.558,0
txn_01204,110.87,2,3.204,0
txn_01205,100.98,1,0.226,0
txn_01206,100.81,1,3.035,0
txn_01207,85.96,1,4.82,0
txn_01208,86.74,1,0.965,0
txn_01209,71.95,1,1.992,0
txn_01210,134.99,1,1.125,0
txn_01211,75.12,1,1.152,0
txn_01212,86.14,2,0.743,0
txn_01213,85.63,1,2.872,0
txn_01214,117.9,1,5.503,0
txn_01215,94.1,1,5.652,0
txn_01216,124.95,1,0.384,0
txn_01217,86.53,1,4.155,0
txn_01218,105.58,1,2.674,0
txn_01219,83.29,1,0.583,0
txn_01220,142.9,1,0.139,0
txn_01221,76.25,1,0.624,0
txn_01222,106.2,1,4.866,0
txn_01223,112.68,1,2.006,0
txn_01224,108.28,2,2.553,0
txn_01225,96.29,1,0.595,0
txn_01226,97.4,1,2.542,0
txn_01227,100.88,1,0.057,0
txn_01228,97.06,2,0.941,0
txn_01229,119.28,2,1.971,0
txn_01230,144.21,1,0.316,0
txn_01231,88.85,1,3.463,0
txn_01232,72.6,2,0.536,0
txn_01233,98.23,1,2.113,0
txn_01234,151.59,1,1.039,0
txn_01235,83.93,1,1.813,0
txn_01236,132.78,2,0.227,0
txn_01237,133.55,2,0.034,0
txn_01238,88.93,1,4.806,0
txn_01239,111.38,1,0.628,0
txn_01240,132.57,1,3.426,0
txn_01241,92.42,1,14.678,0
txn_01242,95.93,3,0.475,0
txn_01243,88.37,1,0.616,0
txn_01244,79.7,1,2.175,0
txn_01245,87.01,1,6.731,0
txn_01246,75.52,1,4.949,0
txn_01247,100.68,1,1.398,0
txn_01248,84.6,1,3.171,0
txn_01249,104.68,1,0.292,0
txn_01250,68.88,1,7.583,0
txn_01251,106.62,1,6.668,0
txn_01252,116.67,1,0.358,0
txn_01253,60.13,1,0.712,0
txn_01254,107.48,2,0.211,0
txn_01255,124.55,2,0.634,0
txn_01256,75.81,3,3.385,0
txn_01257,133.45,1,0.951,0
txn_01258,108.38,3,0.185,0
txn_01259,85.9,1,0.838,0
txn_01260,98.88,1,7.967,0
txn_01261,111.17,1,1.987,0
txn_01262,101.52,1,1.076,0
txn_01263,110.78,1,0.364,0
txn_01264,81.59,1,8.563,0
txn_01265,103.39,1,3.439,0
txn_01266,71.73,1,0.661,0
txn_01267,97.78,1,0.145,0
txn_01268,81.92,1,0.117,0
txn_01269,85.29,1,0.257,0
txn_01270,124.72,2,1.739,0
txn_01271,121.83,2,5.283,0
txn_01272,112.18,1,1.373,0
txn_01273,78.15,1,3.702,0
txn_01274,93.67,1,1.181,0
txn_01275,124.26,2,2.466,0
txn_01276,102.83,1,2.633,0
txn_01277,146.39,1,0.382,0
txn_01278,107.87,1,0.896,0
txn_01279,103.84,1,2.028,0
txn_01280,93.82,1,0.147,0
txn_01281,102.67,2,0.897,0
txn_01282,96.95,1,1.531,0
txn_01283,114.16,1,11.158,0
txn_01284,119.13,2,1.287,0
txn_01285,84.28,2,3.386,0
txn_01286,73.38,1,1.132,0
txn_01287,63.28,1,3.183,0
txn_01288,110.16,1,1.81,0
txn_01289,77.93,2,4.354,0
txn_01290,56.94,1,1.058,0
txn_01291,107.77,2,1.854,0
txn_01292,149.86,1,1.989,0
txn_01293,99.88,1,1.08,0
txn_01294,116.77,1,0.312,0
txn_01295,101.64,1,0.196,0
txn_01296,98.02,1,0.034,0
txn_01297,118.38,1,4.136,0
txn_01298,94.19,1,0.54,0
txn_01299,105.35,3,0.475,0
txn_01300,106.43,1,2.664,0
txn_01301,86.64,1,0.771,0
txn_01302,119.84,1,1.411,0
txn_01303,96.5,1,0.355,0
txn_01304,84.89,1,6.425,0
txn_01305,110.73,1,3.815,0
txn_01306,82.03,2,3.987,0
txn_01307,100.56,1,1.044,0
txn_01308,99.82,1,2.874,0
txn_01309,121.72,1,0.311,0
txn_01310,109.49,1,0.017,0
txn_01311,99.5,1,0.04,0
txn_01312,116.36,2,1.767,0
txn_01313,127.8,2,1.215,0
txn_01314,111.16,1,1.46,0
txn_01315,100.21,1,0.015,0
txn_01316,73.76,1,1.099,0
txn_01317,78.7,1,2.532,0
txn_01318,93.9,1,1.169,0
txn_01319,87.81,1,2.635,0
txn_01320,96.26,1,0.531,0
txn_01321,101.13,1,3.355,0
txn_01322,110.59,1,1.776,0
txn_01323,98.59,1,0.473,0
txn_01324,109.73,1,0.54,0
txn_01325,101.29,1,1.978,0
txn_01326,60.49,2,3.543,0
txn_01327,81.21,1,1.074,0
txn_01328,97.12,1,0.598,0
txn_01329,75.81,1,4.035,0
txn_01330,112.0,2,2.213,0
txn_01331,130.62,1,1.189,0
txn_01332,124.38,1,1.338,0
txn_01333,95.73,1,0.457,0
txn_01334,129.81,1,1.971,0
txn_01335,102.97,3,0.889,0
txn_01336,93.26,1,10.873,0
txn_01337,87.73,2,1.309,0
txn_01338,93.95,2,1.331,0
txn_01339,92.24,2,1.669,0
txn_01340,103.41,1,4.972,0
txn_01341,103.21,1,3.227,0
txn_01342,100.06,1,1.2,0
txn_01343,108.74,1,2.537,0
txn_01344,123.81,1,1.765,0
txn_01345,118.99,1,1.356,0
txn_01346,70.3,1,0.427,0
txn_01347,48.92,1,1.247,0
txn_01348,118.69,2,0.564,0
txn_01349,72.66,1,4.926,0
txn_01350,95.5,2,0.817,0
txn_01351,76.6,1,6.084,0
txn_01352,63.96,2,1.523,0
txn_01353,110.83,1,1.997,0
txn_01354,115.18,1,1.566,0
txn_01355,88.47,2,0.277,0
txn_01356,48.18,1,0.943,0
txn_01357,89.08,2,0.209,0
txn_01358,107.84,1,1.951,0
txn_01359,70.42,1,1.184,0
txn_01360,103.67,1,3.01,0
txn_01361,99.69,1,0.498,0
txn_01362,111.59,1,0.36,0
txn_01363,102.39,1,1.043,0
txn_01364,80.54,1,5.223,0
txn_01365,123.93,1,2.479,0
txn_01366,96.83,3,1.086,0
txn_01367,99.45,3,1.457,0
txn_01368,81.33,1,0.176,0
txn_01369,91.13,1,8.344,0
txn_01370,82.3,1,2.196,0
txn_01371,96.54,1,0.672,0
txn_01372,134.23,2,1.763,0
txn_01373,72.56,2,0.232,0
txn_01374,67.73,1,6.753,0
txn_01375,129.42,1,0.384,0
txn_01376,95.81,1,2.088,0
txn_01377,86.62,3,0.563,0
txn_01378,120.8,1,2.529,0
txn_01379,87.89,1,3.0,0
txn_01380,136.52,1,2.238,0
txn_01381,113.56,1,1.906,0
txn_01382,90.24,1,4.46,0
txn_01383,143.15,2,0.164,0
txn_01384,87.89,1,0.804,0
txn_01385,114.84,1,0.571,0
txn_01386,105.99,1,8.848,0
txn_01387,126.03,1,0.987,0
txn_01388,131.23,1,2.638,0
txn_01389,100.64,1,2.309,0
txn_01390,84.93,1,0.477,0
txn_01391,109.2,1,0.546,0
txn_01392,86.45,1,0.661,0
txn_01393,140.27,1,1.059,0
txn_01394,102.73,2,0.534,0
txn_01395,92.69,1,0.04,0
txn_01396,103.69,1,4.23,0
txn_01397,73.06,1,6.74,0
txn_01398,80.57,1,0.836,0
txn_01399,124.01,1,0.827,0
txn_01400,86.86,1,0.014,0
txn_01401,79.06,1,2.28,0
txn_01402,110.73,1,3.491,0
txn_01403,123.71,1,0.317,0
txn_01404,114.38,2,0.348,0
txn_01405,119.92,3,3.122,0
txn_01406,84.86,1,1.916,0
txn_01407,71.56,1,0.092,0
txn_01408,130.03,2,1.949,0
txn_01409,93.55,2,0.739,0
txn_01410,94.98,1,0.92,0
txn_01411,126.56,1,2.937,0
txn_01412,111.12,1,3.331,0
txn_01413,109.12,1,1.023,0
txn_01414,143.3,1,5.881,0
txn_01415,87.13,1,1.043,0
txn_01416,118.56,1,2.955,0
txn_01417,101.14,1,1.323,0
txn_01418,105.37,1,4.556,0
txn_01419,130.57,1,4.767,0
txn_01420,110.16,1,0.183,0
txn_01421,110.77,1,5.513,0
txn_01422,121.45,1,3.492,0
txn_01423,92.7,3,3.134,0
txn_01424,83.22,1,0.449,0
txn_01425,79.1,1,3.271,0
txn_01426,60.67,1,3.796,0
txn_01427,141.12,1,0.683,0
txn_01428,77.94,2,6.084,0
txn_01429,95.57,1,0.102,0
txn_01430,94.46,1,0.325,0
txn_01431,106.15,1,1.543,0
txn_01432,116.31,1,1.715,0
txn_01433,117.21,2,2.072,0
txn_01434,88.34,2,0.034,0
txn_01435,96.66,1,6.456,0
txn_01436,105.65,1,0.091,0
txn_01437,95.03,2,0.309,0
txn_01438,132.15,2,0.028,0
txn_01439,109.82,1,1.673,0
txn_01440,114.7,1,5.384,0
txn_01441,113.26,1,2.193,0
txn_01442,123.47,2,3.459,0
txn_01443,103.62,1,0.027,0
txn_01444,74.06,1,1.562,0
txn_01445,107.99,1,1.231,0
txn_01446,86.97,1,1.382,0
txn_01447,89.43,1,0.15,0
txn_01448,111.73,1,2.307,0
txn_01449,124.77,1,1.399,0
txn_01450,100.43,1,2.898,0
txn_01451,106.18,1,1.328,0
txn_01452,134.04,1,0.324,0
txn_01453,104.82,1,2.09,0
txn_01454,152.03,2,0.378,0
txn_01455,111.31,1,4.118,0
txn_01456,64.78,1,1.899,0
txn_01457,115.07,1,0.342,0
txn_01458,107.62,1,6.558,0
txn_01459,125.8,1,1.461,0
txn_01460,113.46,1,0.151,0
txn_01461,97.23,1,1.971,0
txn_01462,75.51,1,0.584,0
txn_01463,95.82,1,3.256,0
txn_01464,82.99,1,3.406,0
txn_01465,88.39,1,7.721,0
txn_01466,111.77,1,1.394,0
txn_01467,133.4,1,1.214,0
txn_01468,107.89,1,2.801,0
txn_01469,76.08,2,0.284,0
txn_01470,108.89,2,1.583,0
txn_01471,123.93,1,1.58,0
txn_01472,87.8,1,0.187,0
txn_01473,97.32,1,1.083,0
txn_01474,100.29,1,3.839,0
txn_01475,84.3,1,3.878,0
txn_01476,112.97,2,0.209,0
txn_01477,97.58,1,0.19,0
txn_01478,108.39,2,0.61,0
txn_01479,82.25,1,4.155,0
txn_01480,91.25,1,0.276,0
txn_01481,114.45,1,2.546,0
txn_01482,92.54,1,0.213,0
txn_01483,134.54,1,1.952,0
txn_01484,92.01,1,0.88,0
txn_01485,104.49,1,3.111,0
txn_01486,118.65,3,0.532,0
txn_01487,71.63,1,2.039,0
txn_01488,64.78,3,0.538,0
txn_01489,69.49,3,2.501,0
txn_01490,125.25,1,4.138,0
txn_01491,88.96,1,0.271,0
txn_01492,151.16,1,4.029,0
txn_01493,88.72,2,1.801,0
txn_01494,103.69,1,0.272,0
txn_01495,130.84,1,1.116,0
txn_01496,140.12,1,0.351,0
txn_01497,141.23,1,2.41,0
txn_01498,124.17,1,2.845,0
txn_01499,120.48,1,0.224,0
txn_01500,111.85,1,1.411,0
txn_01501,115.57,2,3.371,0
txn_01502,88.98,1,5.503,0
txn_01503,83.64,2,1.441,0
txn_01504,99.93,1,6.003,0
txn_01505,96.6,2,1.534,0
txn_01506,90.94,1,1.002,0
txn_01507,113.93,1,3.77,0
txn_01508,119.11,1,1.358,0
txn_01509,101.77,2,1.277,0
txn_01510,129.55,1,1.348,0
txn_01511,77.17,2,3.752,0
txn_01512,96.13,3,3.567,0
txn_01513,85.66,1,1.033,0
txn_01514,62.67,1,0.811,0
txn_01515,98.35,1,1.354,0
txn_01516,97.57,1,1.701,0
txn_01517,130.27,2,0.545,0
txn_01518,112.62,1,3.159,0
txn_01519,79.52,1,1.333,0
txn_01520,137.08,3,0.813,0
txn_01521,124.42,1,0.226,0
txn_01522,111.64,2,0.546,0
txn_01523,95.47,1,5.963,0
txn_01524,80.81,1,0.728,0
txn_01525,92.56,1,0.37,0
txn_01526,121.77,1,1.235,0
txn_01527,137.69,1,0.734,0
txn_01528,130.86,1,0.072,0
txn_01529,90.22,1,0.781,0
txn_01530,77.61,1,1.571,0
txn_01531,102.82,1,1.605,0
txn_01532,64.63,1,0.882,0
txn_01533,106.46,1,1.186,0
txn_01534,97.05,1,6.735,0
txn_01535,90.68,1,0.948,0
txn_01536,68.11,1,0.597,0
txn_01537,110.27,1,0.558,0
txn_01538,89.35,1,1.224,0
txn_01539,76.6,1,2.85,0
txn_01540,42.55,1,0.461,0
txn_01541,99.45,2,2.471,0
txn_01542,135.45,1,0.043,0
txn_01543,133.23,1,1.086,0
txn_01544,90.86,1,2.991,0
txn_01545,87.96,1,0.827,0
txn_01546,109.38,2,1.659,0
txn_01547,80.03,1,0.459,0
txn_01548,106.04,1,2.71,0
txn_01549,115.32,1,0.107,0
txn_01550,124.54,1,3.828,0
